pdb_nsite	uniprot_ac	uniprot_functions
2wog_1	P52732	Motor protein
3cob_1	Q41460	Motor protein
1n6m_1	P20480	Motor protein
2ncd_1	P20480	Motor protein
2fl2_4	P52732	Motor protein
3l1c_1	P20480	Motor protein
1mrk_1	P09989	Antiviral protein;Hydrolase;Protein synthesis inhibitor;Toxin
2ytz_1	O59493	Methyltransferase;RNA-binding;Transferase;tRNA-binding
3axs_1	O67010	Methyltransferase;RNA-binding;Transferase;tRNA-binding
1nue_6	P22392	Activator;DNA-binding;Kinase;Transferase
3iiu_1	P80484	Light-harvesting polypeptide
2x20_3	P80484	Light-harvesting polypeptide
4gtv_1	Q08603	Prenyltransferase;Transferase
2r2l_1	Q02293	Prenyltransferase;Transferase
3e33_1	Q02293	Prenyltransferase;Transferase
3e32_1	Q02293	Prenyltransferase;Transferase
4gto_1	Q02293	Prenyltransferase;Transferase
4gtt_1	Q08603	Prenyltransferase;Transferase
3eu5_1	Q02293	Prenyltransferase;Transferase
3hxb_1	Q08603	Prenyltransferase;Transferase
2f0y_1	P49356	Prenyltransferase;Transferase
3hxf_1	Q08603	Prenyltransferase;Transferase
4gtm_1	Q02293	Prenyltransferase;Transferase
1ld8_1	P49356	Prenyltransferase;Transferase
1ni1_2	Q02293	Prenyltransferase;Transferase
1o1s_1	Q02293	Prenyltransferase;Transferase
3vet_1	Q70IY1	Hydrolase;Ligase
3zvm_1	Q9JLV6	Hydrolase;Kinase;Multifunctional enzyme;Transferase
3qpv_1	Q16875	Hydrolase;Kinase;Multifunctional enzyme;Transferase
2i1v_1	Q16875	Hydrolase;Kinase;Multifunctional enzyme;Transferase
3fvu_1	Q16773	Aminotransferase;Lyase;Transferase
2d1t_1	P13129	Monooxygenase;Oxidoreductase;Photoprotein
2d1s_1	P13129	Monooxygenase;Oxidoreductase;Photoprotein
5fmm_1	Q6DNN3	RNA-directed RNA polymerase;RNA-binding
4o67_1	Q8N884	DNA-binding;Nucleotidyltransferase;Transferase
4yxm_1	Q9WY43	DNA-binding;Nucleotidyltransferase;Transferase
3c23_1	Q9WY43	DNA-binding;Nucleotidyltransferase;Transferase
1u3d_2	Q43125	Photoreceptor protein;Receptor
1u3c_2	Q43125	Photoreceptor protein;Receptor
4c05_1	Q6NZB1	Chromatin regulator;Methyltransferase;Repressor;Transferase
4au7_1	Q6Q783	Chromatin regulator;Methyltransferase;Repressor;Transferase
2zfu_1	O43159	Chromatin regulator;Methyltransferase;Repressor;Transferase
5hyn_1	Q15910	Chromatin regulator;Methyltransferase;Repressor;Transferase
5fa5_1	O14744	Chromatin regulator;Methyltransferase;Repressor;Transferase
1v0c_1	Q6SJ71	Acyltransferase;Nucleotidyltransferase;Transferase
1q4g_2	P05979	Dioxygenase;Oxidoreductase;Peroxidase
1ht8_2	P05979	Dioxygenase;Oxidoreductase;Peroxidase
1eqh_2	P05979	Dioxygenase;Oxidoreductase;Peroxidase
3kk6_1	P05979	Dioxygenase;Oxidoreductase;Peroxidase
3pgh_2	Q05769	Dioxygenase;Oxidoreductase;Peroxidase
6cox_1	Q05769	Dioxygenase;Oxidoreductase;Peroxidase
3n8w_1	P05979	Dioxygenase;Oxidoreductase;Peroxidase
5ikq_1	P35354	Dioxygenase;Oxidoreductase;Peroxidase
4cox_1	Q05769	Dioxygenase;Oxidoreductase;Peroxidase
2oye_1	P05979	Dioxygenase;Oxidoreductase;Peroxidase
2bmb_1	P53848	Kinase;Lyase;Multifunctional enzyme;Transferase
4a0r_2	B0F481	Aminotransferase;Ligase;Multifunctional enzyme;Transferase
3l5t_1	P14174	Cytokine;Isomerase
4d58_1	Q00944	Developmental protein;Kinase;Transferase;Tyrosine-protein kinase
2j0j_1	Q00944	Developmental protein;Kinase;Transferase;Tyrosine-protein kinase
4i4e_1	Q05397	Developmental protein;Kinase;Transferase;Tyrosine-protein kinase
3pxk_1	Q05397	Developmental protein;Kinase;Transferase;Tyrosine-protein kinase
2jkk_1	Q00944	Developmental protein;Kinase;Transferase;Tyrosine-protein kinase
4kao_2	Q05397	Developmental protein;Kinase;Transferase;Tyrosine-protein kinase
2ijm_1	Q05397	Developmental protein;Kinase;Transferase;Tyrosine-protein kinase
3eps_2	Q8X607	Hydrolase;Kinase;Protein phosphatase;Serine/threonine-protein kinase;Transferase
3isi_1	Q93J45	Dipeptidase
3nmh_1	O80992	Protein phosphatase inhibitor;Receptor
3qn1_1	O49686	Protein phosphatase inhibitor;Receptor
4lga_1	O80992	Protein phosphatase inhibitor;Receptor
3kdj_1	Q8VZS8	Protein phosphatase inhibitor;Receptor
3r6p_1	Q8H1R0	Protein phosphatase inhibitor;Receptor
3kdi_1	O80992	Protein phosphatase inhibitor;Receptor
4jda_4	Q9SSM7	Protein phosphatase inhibitor;Receptor
3k3k_1	O49686	Protein phosphatase inhibitor;Receptor
3kb0_1	O80992	Protein phosphatase inhibitor;Receptor
3suf_2	A8DG50	Helicase;Hydrolase;Nucleotidyltransferase;Protease;RNA-directed RNA polymerase;Thiol protease;Transferase
2qe2_1	Q99AU2	Helicase;Hydrolase;Nucleotidyltransferase;Protease;RNA-directed RNA polymerase;Thiol protease;Transferase
1z4u_1	O93077	Helicase;Hydrolase;Nucleotidyltransferase;Protease;RNA-directed RNA polymerase;Thiol protease;Transferase
2k1q_1	P90191	Helicase;Hydrolase;Nucleotidyltransferase;Protease;RNA-directed RNA polymerase;Thiol protease;Transferase
2zja_1	O73946	DNA-binding;Helicase;Hydrolase
4c30_1	Q9RTI9	DNA-binding;Helicase;Hydrolase
2v1x_1	P46063	DNA-binding;Helicase;Hydrolase
4h12_1	Q9BYW2	Activator;Chromatin regulator;Developmental protein;Methyltransferase;Transferase
1zot_1	P0DKX7	Calmodulin-binding;Lyase;Toxin
2jih_1	Q9UHI8	Heparin-binding;Hydrolase;Metalloprotease;Protease
4iz0_2	O92972	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
2gir_2	P26663	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
3g86_2	P26663	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
3cso_2	O92972	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
4j06_2	O92972	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
3h59_1	P26663	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
3d28_2	P26663	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
3mf5_1	P26663	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
3cwj_1	P26663	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
3lkh_2	O92972	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
3qge_3	Q9WMX2	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
2yoj_2	O92972	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
3fql_1	Q9WMX2	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
3qgd_2	Q9WMX2	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
3gyn_2	P26663	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
1nb6_1	O92972	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
3upi_1	O92972	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
3qgf_2	Q9WMX2	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
3h2l_1	P26663	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
3vqs_2	P26663	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
4ju6_1	O92972	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
4mka_1	P26663	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
4ih7_2	P26663	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
3gnw_2	O92972	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
3bsa_2	P26663	Helicase;Hydrolase;Ion channel;Multifunctional enzyme;Nucleotidyltransferase;Protease;Ribonucleoprotein;RNA-binding;RNA-directed RNA polymerase;Serine protease;Thiol protease;Transferase;Viral ion channel;Viral nucleoprotein
4gyz_1	Q9JJX7	Hydrolase;Nuclease
4czt_3	Q93VD3	Ion channel;Kinase;Potassium channel;Serine/threonine-protein kinase;Transferase
4pl4_4	Q9EQY0	Hydrolase;Kinase;Multifunctional enzyme;Serine/threonine-protein kinase;Transferase
4yzc_1	O75460	Hydrolase;Kinase;Multifunctional enzyme;Serine/threonine-protein kinase;Transferase
3v3m_1	P0C6U8	Endonuclease;Hydrolase;Nuclease;Protease;RNA-binding;Thiol protease
4a1o_2	P9WHM7	Hydrolase;Multifunctional enzyme;Transferase
1m9n_1	P31335	Hydrolase;Multifunctional enzyme;Transferase
3ewr_1	P0C6U2	Hydrolase;Protease;RNA-binding;Thiol protease
2gz8_1	Q692E5	Hydrolase;Protease;RNA-binding;Thiol protease
3p8h_1	Q9Y468	Chromatin regulator;Repressor
2bhi_1	P60301	Cardiotoxin;Toxin
2vtb_4	Q84KJ5	DNA-binding;Photoreceptor protein;Receptor
2vtb_10	Q84KJ5	DNA-binding;Photoreceptor protein;Receptor
4at4_1	Q16620	Developmental protein;Kinase;Receptor;Transferase;Tyrosine-protein kinase
3zew_2	P54760	Developmental protein;Kinase;Receptor;Transferase;Tyrosine-protein kinase
2vwx_1	P54760	Developmental protein;Kinase;Receptor;Transferase;Tyrosine-protein kinase
3vnt_1	P35968	Developmental protein;Kinase;Receptor;Transferase;Tyrosine-protein kinase
2vwv_1	P54760	Developmental protein;Kinase;Receptor;Transferase;Tyrosine-protein kinase
2qu5_1	P35968	Developmental protein;Kinase;Receptor;Transferase;Tyrosine-protein kinase
4ag8_1	P35968	Developmental protein;Kinase;Receptor;Transferase;Tyrosine-protein kinase
2xvd_1	P54760	Developmental protein;Kinase;Receptor;Transferase;Tyrosine-protein kinase
2vwu_1	P54760	Developmental protein;Kinase;Receptor;Transferase;Tyrosine-protein kinase
3hng_1	P17948	Developmental protein;Kinase;Receptor;Transferase;Tyrosine-protein kinase
4agd_1	P35968	Developmental protein;Kinase;Receptor;Transferase;Tyrosine-protein kinase
2vx0_1	P54760	Developmental protein;Kinase;Receptor;Transferase;Tyrosine-protein kinase
2xyu_1	Q03137	Developmental protein;Kinase;Receptor;Transferase;Tyrosine-protein kinase
3c7q_1	P35968	Developmental protein;Kinase;Receptor;Transferase;Tyrosine-protein kinase
2vwz_1	P54760	Developmental protein;Kinase;Receptor;Transferase;Tyrosine-protein kinase
3ddw_2	P06737	Allosteric enzyme;Glycosyltransferase;Transferase
4eke_1	P00489	Allosteric enzyme;Glycosyltransferase;Transferase
1z6q_1	P00489	Allosteric enzyme;Glycosyltransferase;Transferase
2g9v_1	P00489	Allosteric enzyme;Glycosyltransferase;Transferase
2g9r_1	P00489	Allosteric enzyme;Glycosyltransferase;Transferase
3g2h_1	P00489	Allosteric enzyme;Glycosyltransferase;Transferase
1c8k_1	P00489	Allosteric enzyme;Glycosyltransferase;Transferase
4el0_1	P00489	Allosteric enzyme;Glycosyltransferase;Transferase
1l5s_1	P06737	Allosteric enzyme;Glycosyltransferase;Transferase
2qll_2	P06737	Allosteric enzyme;Glycosyltransferase;Transferase
3ceh_1	P06737	Allosteric enzyme;Glycosyltransferase;Transferase
1l5r_1	P06737	Allosteric enzyme;Glycosyltransferase;Transferase
4gpb_1	P00489	Allosteric enzyme;Glycosyltransferase;Transferase
2g9u_1	P00489	Allosteric enzyme;Glycosyltransferase;Transferase
1em6_1	P06737	Allosteric enzyme;Glycosyltransferase;Transferase
1v4s_1	P35557	Allosteric enzyme;Kinase;Transferase
1bwf_2	P0A6F3	Allosteric enzyme;Kinase;Transferase
4fxf_2	P14618	Allosteric enzyme;Kinase;Transferase
1gld_1	P0A6F3	Allosteric enzyme;Kinase;Transferase
1glf_1	P0A6F3	Allosteric enzyme;Kinase;Transferase
3vev_1	P35557	Allosteric enzyme;Kinase;Transferase
3f9m_1	P35557	Allosteric enzyme;Kinase;Transferase
1glb_1	P0A6F3	Allosteric enzyme;Kinase;Transferase
4hyv_1	P30615	Allosteric enzyme;Kinase;Transferase
1el4_1	Q27709	Photoprotein
1qv1_1	Q27709	Photoprotein
4n1f_1	Q27709	Photoprotein
4nqg_1	P39047	Photoprotein
1uhh_1	P02592	Photoprotein
3i9j_1	P29241	Hydrolase;Transferase
3zwx_3	P29241	Hydrolase;Transferase
2wat_3	P19097	Multifunctional enzyme;Oxidoreductase;Transferase
4ey6_2	P22303	Blood group antigen;Hydrolase;Serine esterase
4m0e_1	P22303	Blood group antigen;Hydrolase;Serine esterase
4bz8_3	A5H660	Chromatin regulator;Hydrolase
2dsc_2	Q9UKK9	Hydrolase;RNA-binding;Transferase
2xau_1	P53131	Helicase;Hydrolase
1j7k_1	Q56313	Helicase;Hydrolase
2lbv_1	Q9I9P7	Antibiotic;Antimicrobial
4q9e_1	Q9GK12	Antibiotic;Antimicrobial
3t2v_1	Q9GK12	Antibiotic;Antimicrobial
4tsr_1	P07102	Hydrolase;Multifunctional enzyme
3koo_1	P34913	Hydrolase;Multifunctional enzyme
3ans_1	P34913	Hydrolase;Multifunctional enzyme
1ek2_1	P34914	Hydrolase;Multifunctional enzyme
3ieu_2	P06616	RNA-binding;rRNA-binding
3q44_1	O96935	Aminopeptidase;Hydrolase;Metalloprotease;Protease
3q43_1	O96935	Aminopeptidase;Hydrolase;Metalloprotease;Protease
2zxg_1	P04825	Aminopeptidase;Hydrolase;Metalloprotease;Protease
2yd0_1	Q9NZ08	Aminopeptidase;Hydrolase;Metalloprotease;Protease
3bqd_1	P04150	Chromatin regulator;DNA-binding;Receptor;RNA-binding
4p6x_1	P04150	Chromatin regulator;DNA-binding;Receptor;RNA-binding
1nhz_1	P04150	Chromatin regulator;DNA-binding;Receptor;RNA-binding
5f59_1	Q8NEZ4	Activator;Acyltransferase;Chromatin regulator;DNA-binding;Methyltransferase;Transferase
2a8x_2	P9WHH9	Antioxidant;Oxidoreductase
3ii4_1	P9WHH9	Antioxidant;Oxidoreductase
3i1l_1	Q70KP4	Hemagglutinin;Hydrolase
1aq2_1	P22259	Allosteric enzyme;Decarboxylase;Lyase
2vk8_1	P06169	Allosteric enzyme;Decarboxylase;Lyase
1pvd_2	P06169	Allosteric enzyme;Decarboxylase;Lyase
1qpb_2	P06169	Allosteric enzyme;Decarboxylase;Lyase
1y7l_1	P45040	Allosteric enzyme;Transferase
2r9e_3	P21553	Allosteric enzyme;Transferase
3iqg_1	P45040	Allosteric enzyme;Transferase
1jil_1	A6QHR2	Aminoacyl-tRNA synthetase;Ligase;RNA-binding
1vbn_1	P0AGJ9	Aminoacyl-tRNA synthetase;Ligase;RNA-binding
3u5s_1	P55789	Growth factor;Oxidoreductase
3u2m_1	P55789	Growth factor;Oxidoreductase
3r7c_4	Q63042	Growth factor;Oxidoreductase
3zt1_1	Q76353	DNA-binding;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;RNA-directed DNA polymerase;Transferase
4cig_2	Q76353	DNA-binding;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;RNA-directed DNA polymerase;Transferase
4ck2_2	Q76353	DNA-binding;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;RNA-directed DNA polymerase;Transferase
3zsr_1	Q76353	DNA-binding;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;RNA-directed DNA polymerase;Transferase
4cee_2	Q76353	DNA-binding;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;RNA-directed DNA polymerase;Transferase
3zsw_2	Q76353	DNA-binding;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;RNA-directed DNA polymerase;Transferase
4ces_1	Q76353	DNA-binding;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;RNA-directed DNA polymerase;Transferase
3zsv_1	Q76353	DNA-binding;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;RNA-directed DNA polymerase;Transferase
4cfa_1	Q76353	DNA-binding;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;RNA-directed DNA polymerase;Transferase
4ce9_2	Q76353	DNA-binding;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;RNA-directed DNA polymerase;Transferase
4ck1_2	Q76353	DNA-binding;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;RNA-directed DNA polymerase;Transferase
3zt3_2	Q76353	DNA-binding;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;RNA-directed DNA polymerase;Transferase
4cer_1	Q76353	DNA-binding;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;RNA-directed DNA polymerase;Transferase
4cf8_1	Q76353	DNA-binding;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;RNA-directed DNA polymerase;Transferase
3zsq_2	Q76353	DNA-binding;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;RNA-directed DNA polymerase;Transferase
4ceq_2	Q76353	DNA-binding;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;RNA-directed DNA polymerase;Transferase
4ceo_1	Q76353	DNA-binding;Endonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;RNA-directed DNA polymerase;Transferase
4zwp_2	Q44238	Dipeptidase;Hydrolase;Metalloprotease;Protease
1drf_1	P00374	Oxidoreductase;RNA-binding
2dhf_2	P00374	Oxidoreductase;RNA-binding
3nxx_1	P00374	Oxidoreductase;RNA-binding
3nxo_1	P00374	Oxidoreductase;RNA-binding
4ddr_1	P00374	Oxidoreductase;RNA-binding
3n0h_1	P00374	Oxidoreductase;RNA-binding
3d84_1	P00375	Oxidoreductase;RNA-binding
1dlr_1	P00374	Oxidoreductase;RNA-binding
1dls_1	P00374	Oxidoreductase;RNA-binding
1dr3_1	P00378	Oxidoreductase;RNA-binding
3gyf_1	P00374	Oxidoreductase;RNA-binding
4kfj_1	P00374	Oxidoreductase;RNA-binding
2w3a_1	P00374	Oxidoreductase;RNA-binding
1s3u_1	P00374	Oxidoreductase;RNA-binding
4kbn_1	P00374	Oxidoreductase;RNA-binding
8dfr_1	P00378	Oxidoreductase;RNA-binding
1dr4_1	P00378	Oxidoreductase;RNA-binding
3gi2_1	P00374	Oxidoreductase;RNA-binding
3s3v_1	P00374	Oxidoreductase;RNA-binding
3d80_1	P00375	Oxidoreductase;RNA-binding
4fv6_1	P28482	DNA-binding;Kinase;Repressor;Serine/threonine-protein kinase;Transferase
3sa0_1	P28482	DNA-binding;Kinase;Repressor;Serine/threonine-protein kinase;Transferase
2ojj_1	P28482	DNA-binding;Kinase;Repressor;Serine/threonine-protein kinase;Transferase
4fv5_1	P28482	DNA-binding;Kinase;Repressor;Serine/threonine-protein kinase;Transferase
4fv0_1	P28482	DNA-binding;Kinase;Repressor;Serine/threonine-protein kinase;Transferase
3i60_1	P28482	DNA-binding;Kinase;Repressor;Serine/threonine-protein kinase;Transferase
4fv3_1	P28482	DNA-binding;Kinase;Repressor;Serine/threonine-protein kinase;Transferase
4fmq_1	P28482	DNA-binding;Kinase;Repressor;Serine/threonine-protein kinase;Transferase
3w55_1	P28482	DNA-binding;Kinase;Repressor;Serine/threonine-protein kinase;Transferase
3dvl_6	Q79PF4	DNA-binding;Kinase;Repressor;Serine/threonine-protein kinase;Transferase
4fv9_1	P28482	DNA-binding;Kinase;Repressor;Serine/threonine-protein kinase;Transferase
4g6o_1	P28482	DNA-binding;Kinase;Repressor;Serine/threonine-protein kinase;Transferase
4nif_2	P28482	DNA-binding;Kinase;Repressor;Serine/threonine-protein kinase;Transferase
4fux_1	P28482	DNA-binding;Kinase;Repressor;Serine/threonine-protein kinase;Transferase
3tpt_1	P23874	DNA-binding;Kinase;Repressor;Serine/threonine-protein kinase;Transferase
4eer_1	P93025	Kinase;Photoreceptor protein;Receptor;Serine/threonine-protein kinase;Transferase
4ees_1	P93025	Kinase;Photoreceptor protein;Receptor;Serine/threonine-protein kinase;Transferase
2z6c_2	O48963	Kinase;Photoreceptor protein;Receptor;Serine/threonine-protein kinase;Transferase
1pfy_1	P00959	Aminoacyl-tRNA synthetase;Ligase;RNA-binding;tRNA-binding
4q93_1	P54577	Aminoacyl-tRNA synthetase;Ligase;RNA-binding;tRNA-binding
1pg2_1	P00959	Aminoacyl-tRNA synthetase;Ligase;RNA-binding;tRNA-binding
3pd5_2	Q9UZ14	Aminoacyl-tRNA synthetase;Ligase;RNA-binding;tRNA-binding
4rrq_1	Q9UZ14	Aminoacyl-tRNA synthetase;Ligase;RNA-binding;tRNA-binding
2dw0_2	Q90282	Cell adhesion impairing toxin;Hemostasis impairing toxin;Hydrolase;Metalloprotease;Platelet aggregation inhibiting toxin;Protease;Toxin
4ma5_1	Q5NGE8	Ligase;Lyase
2qc8_11	P15104	Ligase;Lyase
3kyt_1	P51449	Activator;Developmental protein;DNA-binding;Receptor
4nb6_2	P51449	Activator;Developmental protein;DNA-binding;Receptor
2zt5_1	P41250	Aminoacyl-tRNA synthetase;Hydrolase;Ligase
1ss9_1	Q93EK7	Glycosyltransferase
1ga8_1	Q93EK7	Glycosyltransferase
3i97_1	O14786	Developmental protein;Heparin-binding;Receptor
4lts_2	P43490	Cytokine;Glycosyltransferase;Transferase
4o28_2	P43490	Cytokine;Glycosyltransferase;Transferase
4lva_1	P43490	Cytokine;Glycosyltransferase;Transferase
2gvg_3	P43490	Cytokine;Glycosyltransferase;Transferase
4jr5_1	P43490	Cytokine;Glycosyltransferase;Transferase
4o1d_1	P43490	Cytokine;Glycosyltransferase;Transferase
1wuw_1	P21742	Toxin
3nx2_1	C6F3U5	Decarboxylase
4dya_2	B4URF1	Ribonucleoprotein;RNA-binding;Viral nucleoprotein
4dyp_1	B4URF1	Ribonucleoprotein;RNA-binding;Viral nucleoprotein
4o6f_1	Q9NRG4	Chromatin regulator;Methyltransferase;Transferase
3b3f_2	Q4AE70	Chromatin regulator;Methyltransferase;Transferase
3mo0_3	Q9H9B1	Chromatin regulator;Methyltransferase;Transferase
3tg4_1	Q9NRG4	Chromatin regulator;Methyltransferase;Transferase
3s7b_1	Q9NRG4	Chromatin regulator;Methyltransferase;Transferase
4nvq_2	Q96KQ7	Chromatin regulator;Methyltransferase;Transferase
2y1x_6	Q86X55	Chromatin regulator;Methyltransferase;Transferase
2y1w_4	Q86X55	Chromatin regulator;Methyltransferase;Transferase
5dxj_1	Q86X55	Chromatin regulator;Methyltransferase;Transferase
3hna_1	Q9H9B1	Chromatin regulator;Methyltransferase;Transferase
3ru0_2	Q9H7B4	Chromatin regulator;Methyltransferase;Transferase
3mo2_3	Q9H9B1	Chromatin regulator;Methyltransferase;Transferase
4dpg_8	Q15046	Aminoacyl-tRNA synthetase;Ligase;Transferase
2cbq_8	P0A3R9	Antibiotic;Antimicrobial;DNA-binding
1hzl_1	Q06110	Antibiotic;Antimicrobial;DNA-binding
3iel_1	Q5SLP1	Endonuclease;Hydrolase;Nuclease;RNA-binding
4oau_1	Q05823	Endonuclease;Hydrolase;Nuclease;RNA-binding
3um6_1	A7UD81	Methyltransferase;Oxidoreductase;Transferase
4dpd_1	A7UD81	Methyltransferase;Oxidoreductase;Transferase
3qg2_1	D9N170	Methyltransferase;Oxidoreductase;Transferase
3qgt_2	A7UD81	Methyltransferase;Oxidoreductase;Transferase
1qzf_2	Q27552	Methyltransferase;Oxidoreductase;Transferase
3r6s_5	Q79VI7	Activator;DNA-binding;Kinase;Repressor;Transferase
